pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2023-10-01,95.3,2.57,5.87,"Weathers, Ryan",669261,677960,strikeout,called_strike,,,,,2.0,Jack Suwinski called out on strikes.,R,L,L,PIT,MIA,S,2.0,,3,2,2023,1.04,1.16,-0.1871059215984367,2.945189237712034,,,,0,2,Bot,,,,,,,-9.524693393908752,-138.357442274941,-4.581919856749289,15.611140617393158,32.67787708907018,-16.376116919962257,3.47241989096488,1.5155741350051,,,,94.4,2162.0,6.0,716362,663743,493329,669364,542932,621563,650559,641658,660821,54.5,,0.0,0.0,1.0,0.0,0.0,,12,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,135.0,-0.029,-0.353,,,,0.353,,0,0,0.557,0.557,23,24,24,25,1,0,41.0,1,,,1.37,1.04,1.04,36.9,,,,,
FF,2023-10-01,95.6,-0.97,6.22,"Mears, Nick",650489,683232,walk,ball,,,,,12.0,Willi Castro walks. Edouard Julien to 2nd.,R,L,R,COL,MIN,B,,,3,0,2023,-0.19,1.33,1.1287580032918778,3.1962888149178244,,,666397.0,2,6,Top,,,,,,,6.060033122190475,-139.22726269654223,-5.575608466130388,-3.514865894684144,23.97390059867871,-13.715436664418704,3.6134570226023,1.61273789795416,,,,98.3,2372.0,7.3,716359,642851,660707,663898,641857,678662,666134,686668,453568,53.23,,0.695903,0.7,1.0,0.0,0.0,,41,4,4-Seam Fastball,1,2,2,1,2,1,2,1,Infield shade,Standard,193.0,-0.009,0.106,,,,-0.106,,-1,1,0.356,0.644,26,26,27,26,1,2,4.0,1,,2.0,1.11,0.19,-0.19,58.5,,,,,
FF,2023-10-01,100.4,-2.33,5.35,"Palencia, Daniel",669003,694037,strikeout,swinging_strike,,,,,11.0,Garrett Mitchell strikes out swinging.,R,L,R,MIL,CHC,S,2.0,,1,2,2023,-0.69,1.15,-0.1649709145931037,3.5321990144350046,,,642715.0,2,3,Bot,,,,,,,7.7371990414522385,-146.1097831928315,-2.4614698806379742,-11.70421259366488,32.889833907979664,-15.32420617306146,3.32,1.59,,,,102.0,2270.0,7.0,716364,665804,676724,670156,621550,666624,643565,691718,672744,53.45,,0.0,0.0,1.0,0.0,0.0,,28,4,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,217.0,-0.008,-0.206,69.0,6.0,,0.206,,3,3,0.822,0.822,23,24,23,25,1,1,4.0,2,,,1.11,0.69,-0.69,37.7,3.958542379206163,22.970799676012113,26.11015262452807,39.211111643876386,9.89667389167531
FF,2023-10-01,90.5,-2.22,5.29,"Neal, Zach",666176,594943,strikeout,swinging_strike,,,,,12.0,Jo Adell strikes out swinging.,R,R,R,LAA,ATH,S,2.0,,1,2,2023,-0.33,1.27,0.2869063712284627,4.1346761129609195,,,681351.0,2,8,Bot,,,,,,,6.96634835971065,-131.75619832710282,0.31781763448825,-5.1910391397064135,26.19195368318912,-17.62345138096059,3.81,1.87,,,,91.0,2312.0,6.4,716365,691016,676116,680869,672478,669397,668709,671732,665923,54.08,,0.0,0.0,1.0,0.0,0.0,,74,5,4-Seam Fastball,7,2,7,2,2,7,7,2,Standard,Standard,228.0,0.0,-0.206,44.4,6.4,,0.206,,5,5,0.994,0.994,34,24,35,24,1,4,5.0,1,,,1.5,0.33,0.33,27.4,6.347113886010354,28.49158102740654,21.086400111335827,41.15162618487759,8.55302816605349
ST,2023-10-01,81.2,3.75,5.2,"Little, Luke",592885,681432,strikeout,swinging_strike,,,,,13.0,Christian Yelich strikes out swinging.,R,L,L,MIL,CHC,S,2.0,,1,2,2023,-1.44,0.24,-1.5230896324639989,2.0644919156980603,,,,1,2,Bot,,,,,,,-9.214839624114394,-118.00576761961533,-0.8287991236836687,-11.638486960766896,22.922443986280204,-29.968804969424816,3.15,1.57,,,,82.5,2366.0,7.3,716364,665804,676724,670156,621550,666624,643565,691718,672744,53.19,,0.0,0.0,1.0,0.0,0.0,,19,5,Sweeper,3,0,3,0,0,3,3,0,Standard,Standard,292.0,-0.006,-0.189,60.7,8.0,,0.189,,3,3,0.806,0.806,22,31,23,32,1,1,3.0,2,,2.0,3.23,-1.44,-1.44,21.4,14.973184353637135,-6.184185138372788,28.858667980379245,58.06597522873648,29.680828520649207
SL,2023-10-01,84.5,-2.15,5.34,"De Los Santos, Enyel",628451,660853,field_error,hit_into_play,,,,,14.0,"Andy Ibanez reaches on a fielding error by third baseman Tyler Freeman. Matt Vierling out at home, third baseman Tyler Freeman to catcher Bo Naylor.",R,R,R,DET,CLE,X,5.0,ground_ball,0,2,2023,0.02,0.07,0.3397739437459404,1.2358519349140311,,663837.0,,2,7,Bot,108.11,166.16,,,,,5.743563281886723,-122.97918104441588,-3.3137328442566147,-0.9606126233061184,25.586201335551984,-30.999994533023663,3.12,1.48,23.0,80.5,-2.0,84.1,2133.0,6.1,716361,666310,647304,677588,671289,677587,680757,657656,660757,54.35,0.163,0.148,0.9,1.0,0.0,0.0,2.0,60,3,Slider,5,2,5,2,2,5,5,2,Standard,Standard,162.0,-0.006,0.571,69.5,8.1,0.165,-0.571,88.0,3,3,0.934,0.934,27,30,28,30,1,3,2.0,1,,,3.13,-0.02,-0.02,29.7,10.268646551825167,-8.630498084390826,34.27527261550092,38.422378557585766,38.05382586054934
SI,2023-10-01,95.1,-1.09,6.19,"Bradish, Kyle",596115,680694,,ball,,,,,12.0,Ball,R,R,R,BAL,BOS,B,,,1,1,2023,-0.99,1.01,0.9482363978749344,3.359461851494437,,,,0,2,Top,,,,,,,7.571983519048807,-138.3431959648592,-4.033996966789128,-14.36552066120318,30.344312658305743,-18.54511117899646,3.58390353763758,1.7165308497343,,,,95.5,2279.0,6.5,716367,543510,656811,624428,676059,683002,677008,656775,623993,54.02,,,,,,,,9,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,195.0,-0.005,0.059,,,,-0.059,,0,0,0.501,0.499,26,30,27,31,1,0,5.0,1,6.0,,1.51,0.99,0.99,51.3,,,,,
SL,2023-10-01,84.5,-2.54,5.52,"Jarvis, Bryce",676801,686826,strikeout,foul_tip,,,,,7.0,Chas McCormick strikes out on a foul tip.,R,R,R,AZ,HOU,S,2.0,,2,2,2023,0.23,-0.06,-0.3925705411492575,1.8616375395762632,547989.0,,488726.0,1,1,Top,,,,,,,4.477366845244132,-122.9997454189092,-1.9769328303843547,1.388548291717751,26.356532982700088,-32.583283218277856,3.29,1.53,,,,82.9,2490.0,5.4,716358,664874,656896,672695,607054,691783,666971,677950,664983,55.08,,0.0,0.0,1.0,0.0,0.0,,7,7,Slider,0,3,3,0,3,0,3,0,Standard,Standard,54.0,0.035,-0.288,72.7,8.5,,0.288,,-3,3,0.201,0.7989999999999999,25,28,26,28,1,0,3.0,1,,6.0,3.27,-0.23,-0.23,30.9,34.65478827086594,-13.753229320550794,41.627091100156576,36.59183872179224,36.28497787532308
SL,2023-10-01,82.8,-2.18,4.99,"Castro, Miguel",608324,612434,,ball,,,,,14.0,Ball,R,R,R,AZ,HOU,B,,,1,2,2023,1.29,-0.25,1.1733769688985032,1.589797350564525,,665161.0,,2,6,Top,,,,,,,5.172984692679101,-120.468141168315,-0.6872278517197661,11.30157815532704,26.654505757899884,-34.63541555568511,2.97558309075927,1.47817661094899,,,,83.0,2996.0,6.7,716358,664874,656896,672695,607054,691783,666971,677950,664983,53.77,,,,,,,,47,5,Slider,0,6,6,0,6,0,6,0,Standard,Standard,69.0,0.0,0.015,,,,-0.015,,-6,6,0.029,0.971,28,29,29,29,1,3,1.0,1,2.0,6.0,3.61,-1.29,-1.29,16.1,,,,,
FF,2023-10-01,89.9,1.38,5.85,"Hill, Rich",672820,448179,strikeout,foul_tip,,,,,12.0,Lenyn Sosa strikes out on a foul tip.,R,R,L,CWS,SD,S,2.0,,0,2,2023,0.77,1.46,0.7925475638377281,3.7314678606328218,,686676.0,,0,11,Bot,,,,,,,-3.146886765626484,-130.9117876882468,-2.433098038581865,9.47673858188515,27.05358237930519,-15.036802942714504,3.29,1.56,,,,91.6,2337.0,7.2,716356,664954,643265,676946,666703,673490,595777,663757,640492,53.29,,0.0,0.0,1.0,0.0,0.0,,86,3,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard,149.0,-0.095,-0.213,58.8,5.9,,0.213,,-1,-1,0.385,0.385,43,23,43,23,1,4,7.0,1,,,1.35,0.77,-0.77,43.1,-2.7252085343249544,32.62558813090079,24.476791809882407,43.81429780156816,9.885594039929114
FS,2023-10-01,86.3,-1.41,5.98,"Kirby, George",641680,669923,,ball,,,,,13.0,Ball,R,L,R,SEA,TEX,B,,,0,2,2023,-0.76,-0.22,-1.759343255255846,1.704368396210609,,,,0,3,Top,,,,,,,0.7191649108710854,-125.61676828366484,-3.4794275702800066,-8.118513258114374,26.8509138781848,-33.9902566034455,3.73498082072484,1.75586956873474,,,,86.4,809.0,6.4,716360,663728,664034,668942,553993,641487,686527,677594,672284,54.05,,,,,,,,14,3,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,259.0,-0.003,0.024,,,,-0.024,,0,0,0.51,0.49,25,28,25,28,1,0,5.0,1,,2.0,3.29,0.76,-0.76,37.5,,,,,
FF,2023-10-01,98.5,-2.7,5.91,"Greene, Hunter",663609,668881,strikeout,swinging_strike,,,,,6.0,Luken Baker strikes out swinging.,R,R,R,STL,CIN,S,2.0,,2,2,2023,-0.88,1.35,0.4892888156610954,2.9651746461877577,,,691023.0,2,1,Bot,,,,,,,10.718758132855587,-142.90229663655845,-5.646518633034227,-14.68188059091798,34.93146882590915,-12.483729076819628,3.61,1.65,,,,98.3,2392.0,6.5,716353,571912,458015,669222,682622,682829,605361,656413,666181,54.01,,0.0,0.0,1.0,0.0,0.0,,8,6,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,221.0,-0.02,-0.239,69.8,7.6,,0.239,,-1,-1,0.417,0.417,23,26,24,26,1,0,5.0,1,,,1.02,0.88,0.88,28.0,-0.3134727244252206,11.69356237770447,27.257636903153863,40.45880808765717,12.8183886547158
FF,2023-10-01,95.8,-1.87,5.23,"García, Deivi",596847,665620,walk,ball,,,,,11.0,Ji Man Choi walks. Matthew Batten to 2nd.,R,L,R,CWS,SD,B,,,3,2,2023,-0.91,1.35,-1.4944596111177215,3.7905928688305246,,,676946.0,2,10,Top,,,,,,,3.0603173003857433,-139.50034397070775,-1.2043027449611043,-12.537412969338735,33.505485340615074,-14.604593444491336,3.15553523593229,1.52758659876116,,,,96.2,2255.0,6.6,716356,656024,683734,621545,672820,462101,571980,572204,657757,53.86,,0.695903,0.7,1.0,0.0,0.0,,76,6,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shade,Standard,214.0,-0.028,0.258,,,,-0.258,,-1,1,0.403,0.597,24,32,24,32,1,3,2.0,1,,,1.15,0.91,-0.91,31.1,,,,,
FC,2023-10-01,85.9,-0.5,6.05,"Coulombe, Danny",457759,543056,strikeout,swinging_strike,,,,,13.0,Justin Turner strikes out swinging.,R,R,L,BAL,BOS,S,2.0,,3,2,2023,-0.2,0.02,-0.93634403226572,1.7024497728899513,,646240.0,,1,3,Top,,,,,,,-0.6416957425202202,-125.13258879570364,-4.063444589437452,-1.9310288702345964,25.260457684268143,-31.39291908364392,3.35,1.56,,,,85.1,2719.0,5.7,716367,543510,656811,624428,676059,683002,677008,656775,623993,54.8,,0.0,0.0,1.0,0.0,0.0,,20,7,Cutter,0,2,2,0,2,0,2,0,Standard,Standard,269.0,0.03,-0.336,68.2,7.9,,0.336,,-2,2,0.27,0.73,33,38,34,39,1,1,4.0,1,6.0,,3.07,-0.2,0.2,57.4,32.13529314226449,-48.037194206473735,39.68523353554848,18.171986141643657,62.172246875879495
FC,2023-10-01,89.4,-1.47,6.88,"Wells, Tyler",665839,669330,,ball,,,,,13.0,Ball,R,L,R,BAL,BOS,B,,,1,1,2023,0.33,1.0,-1.058556246085848,2.0303752777840174,,677800.0,,2,4,Top,,,,,,,0.3135986943823307,-130.18436092624475,-8.112743690614058,3.6952078866731175,24.983082764063045,-19.40312731933441,3.11801460600471,1.62297811290361,,,,89.8,2481.0,6.3,716367,543510,656811,624428,676059,683002,677008,656775,623993,54.2,,,,,,,,28,3,Cutter,0,2,2,0,2,0,2,0,Standard,Standard,184.0,-0.002,0.021,,,,-0.021,,-2,2,0.284,0.716,28,24,29,25,1,1,3.0,1,6.0,,1.83,-0.33,0.33,50.7,,,,,
FF,2023-10-01,93.8,-1.44,6.28,"Giolito, Lucas",681481,608337,,blocked_ball,,,,,13.0,Ball In Dirt,R,L,R,DET,CLE,B,,,1,1,2023,-0.28,1.59,-0.2458662081850387,0.3850626948057843,,678009.0,679529.0,1,1,Bot,,,,,,,3.6978823502346465,-135.93351403064474,-12.992131262062768,-4.255436220923427,31.20328776822426,-9.792877769344685,3.16304957559389,1.47556108404553,,,,93.8,2275.0,6.6,716361,666310,647304,677588,671289,677587,680757,657656,660757,53.85,,,,,,,,8,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,208.0,0.008,0.039,,,,-0.039,,0,0,0.585,0.585,28,25,29,26,1,0,5.0,1,,,1.04,0.28,-0.28,52.3,,,,,
CU,2023-10-01,81.1,2.4,5.53,"Kerr, Ray",571980,678061,,called_strike,,,,,14.0,Called Strike,R,L,L,CWS,SD,S,,,1,0,2023,0.0,-0.6,0.590390831155026,1.5214894404919312,,518735.0,672820.0,2,6,Bot,,,,,,,-4.082079773701124,-118.04673677929964,-1.1382559608247045,0.8819072839707608,24.73264030339601,-37.696091561466105,3.53518669918845,1.7325443220126,,,,81.2,1866.0,6.6,716356,664954,643265,676946,666703,673490,595777,663757,640492,53.93,,,,,,,,48,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,330.0,-0.007,-0.045,,,,0.045,,0,0,0.57,0.57,28,32,29,32,1,2,1.0,1,,,4.09,0.0,0.0,30.9,,,,,
ST,2023-10-01,72.9,-1.74,3.6,"Kelly, Kevin",676914,687330,,ball,,,,,11.0,Ball,R,R,R,TOR,TB,B,,,1,2,2023,1.53,0.23,-1.763282630362125,2.3410440043727885,,,666182.0,0,7,Bot,,,,,,,-2.732460224791295,-106.05850363248408,4.549129718887726,12.015845153842688,18.73744508370427,-31.459757615041124,2.77554839565254,1.44957388812463,,,,73.8,2403.0,7.1,716357,650907,666018,691406,670623,678554,606132,622534,678545,53.45,,,,,,,,71,4,Sweeper,6,12,6,12,12,6,6,12,Standard,Standard,94.0,0.002,0.045,,,,-0.045,,-6,-6,0.029,0.029,25,24,26,24,1,3,5.0,2,,,4.07,-1.53,-1.53,-0.6,,,,,
CH,2023-10-01,84.2,-1.6,5.85,"Ober, Bailey",641857,641927,field_out,hit_into_play,,,,,7.0,"Ryan McMahon grounds out, second baseman Edouard Julien to first baseman Alex Kirilloff.",R,L,R,COL,MIN,X,4.0,ground_ball,1,0,2023,-1.12,0.27,-0.7375678777842798,2.036274064727267,,,,1,2,Bot,152.23,154.85,,,,,4.273053478112545,-122.73687624948457,-3.1677422512705875,-12.142640618707985,20.158147079453872,-29.096342251781888,3.46,1.6,9.0,70.7,-13.0,86.0,1954.0,7.0,716359,680777,666135,666397,456781,571657,656669,650489,670242,53.52,0.051,0.046,0.0,1.0,0.0,0.0,2.0,15,2,Changeup,0,2,0,2,2,0,0,2,Infield shade,Strategic,252.0,-0.021,-0.306,69.3,7.9,0.068,0.306,88.0,-2,-2,0.32,0.32,27,28,28,29,1,0,5.0,2,6.0,,2.89,1.12,-1.12,26.3,16.52609110756452,-7.0427747353069154,33.33863365788429,50.41356891359125,34.549379674246026
SI,2023-10-01,94.9,-2.36,5.79,"McArthur, James",665828,663704,,foul,,,,,5.0,Foul,R,L,R,KC,NYY,S,,,0,2,2023,-1.14,0.55,0.0855394991499363,2.448380232422034,,,,0,9,Top,,,,,,,9.054333715016536,-138.09003747442347,-4.468060434586992,-16.443182351498145,24.69101910183136,-24.300132458826685,3.24,1.53,248.0,87.2,20.0,96.7,2325.0,6.9,716352,521692,668472,686681,672580,677951,658668,680118,669004,53.61,,,,,,,,68,3,Sinker,5,2,2,5,2,5,2,5,Infield shade,Standard,225.0,0.0,0.0,61.7,5.6,,0.0,88.0,3,-3,0.974,0.026,26,24,27,24,1,3,2.0,1,,,1.94,1.14,-1.14,31.9,-6.795987580847784,14.076477786195156,40.21220951218797,30.441737967776707,17.223865027750858
CH,2023-10-01,87.2,-2.98,5.86,"Ureña, José",595777,570632,,ball,,,,,13.0,Ball,R,L,R,CWS,SD,B,,,0,2,2023,-1.27,0.59,-0.3701722002598917,-0.2666804654491468,,,,0,2,Top,,,,,,,8.92121048643255,-126.440353183066,-9.780672245174124,-15.433053056611278,26.318371933715607,-23.921651110755725,3.28773945441561,1.58762391656243,,,,87.5,1492.0,6.7,716356,656024,683734,621545,672820,462101,571980,572204,657757,53.77,,,,,,,,10,3,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,222.0,-0.002,0.024,,,,-0.024,,0,0,0.509,0.491,31,30,32,30,1,0,5.0,1,,,2.43,1.27,-1.27,34.1,,,,,
FF,2023-10-01,92.9,-1.14,5.77,"Junk, Janson",643565,676083,,swinging_strike,,,,,5.0,Swinging Strike,R,L,R,MIL,CHC,S,,,0,0,2023,-0.53,1.42,-0.1957664304669906,2.569586632083323,,,,0,9,Top,,,,,,,3.606910302773477,-135.22088676403948,-5.550955305132245,-7.338867962616118,29.72964035049653,-13.722191864477391,3.47,1.7,,,,93.1,2394.0,6.4,716364,605170,642133,655316,518626,668930,621438,669003,663368,54.06,,,,,,,,67,1,4-Seam Fastball,4,0,0,4,0,4,0,4,Standard,Standard,205.0,0.001,-0.042,69.5,6.6,,0.042,,4,-4,0.985,0.015,27,32,27,33,1,3,172.0,2,,,1.22,0.53,-0.53,51.2,-7.857991214566527,16.944416432250655,35.21203877343427,42.136086267123176,18.19256612279093
FF,2023-10-01,93.0,2.03,6.22,"Dodd, Dylan",669743,689266,,called_strike,,,,,7.0,Called Strike,R,R,L,ATL,WSH,S,,,0,0,2023,0.74,1.44,-0.2810451107517622,1.6980708478140651,660688.0,,,2,1,Top,,,,,,,-7.5712962581054,-135.0392315999004,-8.962850240975612,10.720890742071155,30.4013366413792,-12.76999367305149,3.38908144827101,1.72090020302874,,,,93.2,2277.0,6.6,716354,518595,621566,645277,663586,606115,592696,671739,660670,53.89,,,,,,,,7,1,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard,140.0,0.004,-0.036,,,,0.036,,-3,3,0.243,0.757,25,28,25,29,1,0,22.0,7,,,1.22,0.74,-0.74,47.9,,,,,
CU,2023-10-01,81.9,-1.86,5.46,"Bird, Jake",663616,656234,,ball,,,,,13.0,Ball,R,L,R,COL,MIN,B,,,1,2,2023,1.32,-0.66,-0.3632379698343233,1.0910599000012526,,456781.0,571657.0,2,7,Top,,,,,,,0.8381862437700516,-119.46192526620732,-2.1655360072596777,12.625689955456332,19.179961210004944,-38.43142931350096,3.7553726040416,1.73088092869903,,,,82.3,2983.0,6.1,716359,642851,660707,663898,641857,678662,666134,686668,453568,54.44,,,,,,,,51,4,Curveball,1,2,2,1,2,1,2,1,Strategic,Standard,65.0,-0.008,0.033,,,,-0.033,,-1,1,0.33,0.6699999999999999,27,26,28,26,1,1,3.0,1,,,4.0,-1.32,1.32,23.1,,,,,
SL,2023-10-01,82.8,-3.67,5.48,"Tonkin, Michael",696285,543859,,ball,,,,,13.0,Ball,R,R,R,ATL,WSH,B,,,0,0,2023,0.27,-0.32,-1.6228147708404133,2.468071128814084,671277.0,642086.0,686452.0,1,9,Top,,,,,,,4.149268705304374,-120.47282132628207,0.257319770621955,1.7474181413811436,24.30376066036653,-35.557399062227596,3.4117515180317,1.58470530600454,,,,82.8,2343.0,6.4,716354,518595,670032,645277,663586,606115,592696,671739,607680,54.11,,,,,,,,85,1,Slider,8,8,8,8,8,8,8,8,Strategic,Standard,57.0,-0.018,0.032,,,,-0.032,,0,0,0.282,0.718,33,23,34,24,1,4,4.0,1,10.0,,3.66,-0.27,-0.27,18.3,,,,,
FF,2023-10-01,92.7,-1.48,5.75,"Javier, Cristian",677950,664299,,foul,,,,,3.0,Foul,R,L,R,AZ,HOU,S,,,2,2,2023,-0.46,1.53,0.778174491010439,2.860872098700117,,,,1,2,Bot,,,,,,,6.697745321370064,-134.6875813373467,-4.793752693668795,-7.139681071822117,32.7994884777008,-12.797350795923824,3.23,1.44,188.0,69.5,25.0,91.4,2212.0,5.8,716358,455117,547989,514888,608324,665161,488726,676801,663656,54.65,,,,,,,,19,5,4-Seam Fastball,0,5,0,5,5,0,0,5,Infield shade,Standard,207.0,0.0,0.0,66.4,5.6,,0.0,88.0,-5,-5,0.108,0.108,26,23,26,23,1,0,5.0,1,9.0,2.0,1.16,0.46,-0.46,46.4,0.3046368382796859,10.756534802756123,29.40067076499385,27.391183235254736,28.522176384490805
SI,2023-10-01,90.0,2.39,5.36,"Suarez, José",668709,660761,,ball,,,,,14.0,Ball,R,L,L,LAA,ATH,B,,,1,0,2023,1.37,0.42,0.6431464748617168,0.9065520518408904,676116.0,667670.0,,2,6,Top,,,,,,,-7.234295525997928,-130.8021787773825,-5.976025344017596,17.277985764482715,25.830589864344983,-26.325371672395697,3.49625876082726,1.66841732533753,,,,90.0,1853.0,6.2,716365,681351,592273,664058,683021,687263,545341,621433,666176,54.29,,,,,,,,48,2,Sinker,6,0,0,6,0,6,0,6,Standard,Standard,138.0,-0.002,0.037,,,,-0.037,,6,-6,0.971,0.029,25,25,25,26,1,2,6.0,1,,,2.39,1.37,1.37,39.9,,,,,
FF,2023-10-01,94.8,-0.87,6.92,"Stripling, Ross",502110,548389,,ball,,,,,14.0,Ball,R,R,R,SF,LAD,B,,,2,2,2023,-0.26,1.47,0.5992467624641269,1.4926367078897251,,,669257.0,0,7,Top,,,,,,,4.3870625976415045,-137.7086155684791,-11.743423637767588,-4.247196911392062,27.741890308399007,-11.164469990019066,3.71170318090848,1.82370762696713,,,,94.6,2236.0,6.0,716363,666165,664774,642731,669477,543063,624424,666149,573262,54.47,,,,,,,,53,5,4-Seam Fastball,1,5,5,1,5,1,5,1,Standard,Standard,200.0,-0.003,0.088,,,,-0.088,,-4,4,0.052,0.948,33,35,34,36,1,3,8.0,1,,6.0,1.06,0.26,0.26,65.4,,,,,
SL,2023-10-01,86.6,-1.84,5.54,"Stephan, Trevor",663527,663986,,called_strike,,,,,9.0,Called Strike,R,R,R,DET,CLE,S,,,2,1,2023,0.34,0.1,0.5532847932992965,1.897344741774078,,668731.0,595879.0,2,8,Bot,,,,,,,5.048513582119465,-126.20798445853278,-2.7830498320197488,2.6926644120133583,23.464885486400014,-30.757833209516026,3.45094055403703,1.58007106153469,,,,87.2,2643.0,6.4,716361,666310,647304,677588,671289,677587,680757,657656,660757,54.12,,,,,,,,68,4,Slider,5,2,5,2,2,5,5,2,Standard,Standard,89.0,-0.001,-0.06,,,,0.06,,3,3,0.971,0.971,27,26,28,26,1,0,4.0,3,,,2.91,-0.34,-0.34,39.4,,,,,
FC,2023-10-01,89.1,1.95,6.37,"Smyly, Drew",642715,592767,,ball,,,,,13.0,Ball,R,R,L,MIL,CHC,B,,,0,0,2023,0.64,0.35,-1.018431939351219,1.248043200065645,661388.0,,592192.0,1,1,Bot,,,,,,,-8.502731695031732,-129.34712080651457,-7.176133311973728,8.965335407731374,27.230180766902375,-26.90182509872275,3.4511295133535,1.62451332528087,,,,87.9,2031.0,5.7,716364,665804,676724,670156,621550,666624,643565,691718,672744,54.8,,,,,,,,11,1,Cutter,1,0,1,0,0,1,1,0,Infield shade,Standard,136.0,0.003,0.041,,,,-0.041,,1,1,0.703,0.703,34,27,34,28,1,0,2.0,1,,2.0,2.54,0.64,-0.64,49.5,,,,,
ST,2023-10-01,81.8,1.69,4.68,"Sears, JP",500871,676664,,called_strike,,,,,5.0,Called Strike,R,R,L,LAA,ATH,S,,,0,0,2023,-0.57,0.21,0.0642946345731524,2.3443879781975587,,,,1,2,Bot,,,,,,,-2.5650936777712605,-119.07673761519573,0.9486978822650374,-4.868678726616461,24.584958147929,-30.63245037754223,2.98762500716966,1.41659461469057,,,,81.4,2453.0,6.2,716365,691016,676116,680869,672478,669397,668709,671732,665923,54.34,,,,,,,,13,1,Sweeper,1,0,1,0,0,1,1,0,Standard,Standard,267.0,-0.002,-0.041,,,,0.041,,1,1,0.636,0.636,27,34,27,34,1,0,7.0,4,,,3.22,-0.57,0.57,19.0,,,,,
FF,2023-10-01,96.8,-2.02,5.6,"Finnegan, Kyle",592696,640448,field_out,hit_into_play,,,,,4.0,Eddie Rosario lines out to left fielder Jake Alu.,R,L,R,ATL,WSH,X,7.0,line_drive,1,1,2023,-0.85,1.11,-0.7553163861831047,2.1972867305805392,,671739.0,,2,9,Bot,62.15,86.58,,,,,5.382017163289248,-140.74840182983328,-6.1222265157418745,-12.54127168583258,32.06094994525848,-16.19977494386937,3.39,1.63,320.0,97.0,19.0,98.0,1886.0,7.0,716354,686452,642086,671277,545121,682928,666906,696285,657041,53.47,0.347,0.372,0.0,1.0,0.0,0.0,4.0,92,3,4-Seam Fastball,9,10,9,10,10,9,9,10,Standard,Standard,222.0,-0.148,-0.269,72.2,7.1,0.578,0.269,97.0,-1,-1,0.148,0.148,31,31,32,32,1,4,2.0,1,,6.0,1.33,0.85,-0.85,45.2,7.435382453363435,11.677286181767016,27.04995400224533,46.90232012662838,19.70835740981858
FF,2023-10-01,93.8,-1.45,6.06,"Jackson, Andre",641658,656578,,called_strike,,,,,9.0,Called Strike,R,R,R,PIT,MIA,S,,,3,1,2023,-0.94,1.41,0.5663252029163488,2.0049247117341653,,,,0,2,Top,,,,,,,7.341705328850453,-136.27260911184766,-7.983320567864947,-13.22368183954894,26.67668506059041,-13.022780629323591,3.29413505226421,1.48149611505942,,,,95.0,2199.0,6.8,716362,641511,656582,693304,669707,678894,669261,678225,609280,53.68,,,,,,,,8,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,214.0,0.009,-0.088,,,,0.088,,0,0,0.485,0.515,27,28,27,29,1,0,7.0,1,,2.0,1.17,0.94,0.94,58.1,,,,,
